xrange,canard,canard_plus_axial
0.0,1.0,1.0
0.1,1.0,1.0
0.2,1.0,1.0
0.3,1.0,1.0
0.4,0.999,1.0
0.5,0.998,1.0
0.6,0.985,0.998
0.7,0.947,0.996
0.8,0.845,0.989
0.9,0.603,0.961
