xrange,canard,canard_plus_axial
0.0,0.0,0.0
0.1,0.002,0.002
0.2,0.02,0.02
0.3,0.076,0.076
0.4,0.256,0.256
0.5,0.548,0.548
0.6,0.858,0.858
0.7,0.99,0.99
0.8,1.0,1.0
0.9,1.0,1.0
